record_type,original_path,port_paths,status,application_status,priority,original_sha1,original_sha256,port_sha1,reference_count,references,byte_exact_core_copy_count,byte_exact_shipped_count,notes,original_width,original_height,original_mode,original_bit_depth_estimate,original_has_alpha,original_alpha_min,original_alpha_max,original_transparent_pixels,original_partial_alpha_pixels,original_parse,original_frametime,original_interpolate,original_explicit_frames,original_frame_spec
ORIGINAL,textures/items/charm.png.mcmeta,original/thaumcraft4/items/charm.png.mcmeta | item/tc4/charm.png.mcmeta,MATCH,PRESENT_UNUSED,P1,07976c7f897dd351e7386a4911115facb8a0ee99,bb551c3ae9ea1d5e381b963231d026b65bb0cdba3d6ab694c8a985de3b87d52f,07976c7f897dd351e7386a4911115facb8a0ee99,0,,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,,,,,,,,,,OK,1,False,60,"[0,1,1,1,1,1,1,2,3,4,5,6,6,6,6,6,6,7,8,9,10,11,11,11,11,11,11,12,13,14,15,16,16,16,16,16,16,17,18,19,20,21,21,21,21,21,21,22,23,24,25,26,26,26,26,26,26,27,28,29]"
ORIGINAL,textures/items/cloth.png,original/thaumcraft4/items/cloth.png | item/tc4/cloth.png,MATCH,USED,P1,1e08f86db93c4bfdfc40dc02b5a5addaa6c9c2c0,d0f63c536b135b8ff02b8e8b6ba04a651787fd564bca3c7c02af9bae3f17dc19,1e08f86db93c4bfdfc40dc02b5a5addaa6c9c2c0,4,original/thaumcraft4/items/cloth.png:3 | item/tc4/cloth.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,106,0,,,,,
ORIGINAL,textures/items/clothboots.png,original/thaumcraft4/items/clothboots.png | item/tc4/clothboots.png,MATCH,USED,P1,694bfbb9b610a093b771492f8745a977eb947f7e,4ba6f199051e1d4f30e73a36f3fb8c07d193d9740be9166173f64fc784aa048d,694bfbb9b610a093b771492f8745a977eb947f7e,1,item/tc4/clothboots.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,252,0,,,,,
ORIGINAL,textures/items/clothbootsover.png,original/thaumcraft4/items/clothbootsover.png | item/tc4/clothbootsover.png,MATCH,USED,P1,0cf8fd940e5c7d85ccab112425cd98734fa15d29,b0efd723268e0ddcc674a1fd502b0b7451335abbade8cbec0c7e5d376c857893,0cf8fd940e5c7d85ccab112425cd98734fa15d29,1,item/tc4/clothbootsover.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,132,0,,,,,
ORIGINAL,textures/items/clothchest.png,original/thaumcraft4/items/clothchest.png | item/tc4/clothchest.png,MATCH,USED,P1,89d5a82aadc86b9d51a11e6c23d5a2ba7fd031ba,02ed9d93a73e6c99e02b9d927536e31803415b481a876f2f915694e3222e185c,89d5a82aadc86b9d51a11e6c23d5a2ba7fd031ba,1,item/tc4/clothchest.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,195,0,,,,,
ORIGINAL,textures/items/clothchestover.png,original/thaumcraft4/items/clothchestover.png | item/tc4/clothchestover.png,MATCH,USED,P1,e4ee6207842db578c79cebcd1ebd79b3197c723d,47b3c4ea1356bc533bcb5ad2ab0a1cdbde527056393d10987ffdf8a3567215d5,e4ee6207842db578c79cebcd1ebd79b3197c723d,1,item/tc4/clothchestover.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,175,0,,,,,
ORIGINAL,textures/items/clothlegs.png,original/thaumcraft4/items/clothlegs.png | item/tc4/clothlegs.png,MATCH,USED,P1,6ac5ba3248836e30f9d93c99bc4fbc51f4af513f,6937534e956b8bf80cce11fcb8180da64d16a1d08dab7023dcd532207fbda925,6ac5ba3248836e30f9d93c99bc4fbc51f4af513f,1,item/tc4/clothlegs.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,220,0,,,,,
ORIGINAL,textures/items/clothlegsover.png,original/thaumcraft4/items/clothlegsover.png | item/tc4/clothlegsover.png,MATCH,USED,P1,1f10adaa12756e3e93f3c70364c7705ea65e83a4,993c1dc086337242f7daf899b25895859d11a7ddf07286c70bb65296520e4aab,1f10adaa12756e3e93f3c70364c7705ea65e83a4,1,item/tc4/clothlegsover.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,210,0,,,,,
ORIGINAL,textures/items/clustercinnabar.png,original/thaumcraft4/items/clustercinnabar.png | item/tc4/clustercinnabar.png,MATCH,USED,P1,451530978353c6481047340f5e8ade1747a2e385,f57861065390868f815b9bd830ce351f7cef65e2c53f46e958c5ff22d9573336,451530978353c6481047340f5e8ade1747a2e385,1,item/tc4/clustercinnabar.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,104,10,,,,,
ORIGINAL,textures/items/clustercopper.png,original/thaumcraft4/items/clustercopper.png | item/tc4/clustercopper.png,MATCH,USED,P1,41b779684c574185d97cc2217c9c6432795a9f07,05d487b17c06121e03c5fe28b14c19a4edf6e15e31113113aaed1e7a677dc3e8,41b779684c574185d97cc2217c9c6432795a9f07,1,item/tc4/clustercopper.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,104,1,,,,,
ORIGINAL,textures/items/clustergold.png,original/thaumcraft4/items/clustergold.png | item/tc4/clustergold.png,MATCH,USED,P1,063a46eea29eefab024e4b44cc4425047030538c,4a9f8254d9f2007a910709acfff7be67c3025eaa6d5643d7576409798a416ab4,063a46eea29eefab024e4b44cc4425047030538c,1,item/tc4/clustergold.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,104,0,,,,,
ORIGINAL,textures/items/clusteriron.png,original/thaumcraft4/items/clusteriron.png | item/tc4/clusteriron.png,MATCH,USED,P1,3caf46c3212cb9945723427c511c35f88508a309,2f4148db7debe7d188db1d7c86f43b2cb0a9bd20552585c3ca0195d1823c1003,3caf46c3212cb9945723427c511c35f88508a309,1,item/tc4/clusteriron.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,104,1,,,,,
ORIGINAL,textures/items/clusterlead.png,original/thaumcraft4/items/clusterlead.png | item/tc4/clusterlead.png,MATCH,USED,P1,040cd109cf90289ae0b83f68c3d533b06cdc58fd,ccfc3c8e5fd1219aaa57287b19f44e62b05370f83a7a354ab783ab2bed94c442,040cd109cf90289ae0b83f68c3d533b06cdc58fd,1,item/tc4/clusterlead.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,104,1,,,,,
ORIGINAL,textures/items/clustersilver.png,original/thaumcraft4/items/clustersilver.png | item/tc4/clustersilver.png,MATCH,USED,P1,f09ddde7fcb81e979a39052cf38e39e41e792987,28d5093cc199992fab01e4584de8552fd6086880f6d46e7d6e5e0f56877fa4f5,f09ddde7fcb81e979a39052cf38e39e41e792987,1,item/tc4/clustersilver.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,104,1,,,,,
ORIGINAL,textures/items/clustertin.png,original/thaumcraft4/items/clustertin.png | item/tc4/clustertin.png,MATCH,USED,P1,eadaa5166527d562c90766ec5c54567e0b05dc6a,ddeeeb8c51f59ef12593ef46a791ad36808753b8db1a6b67109777a1f2cae81d,eadaa5166527d562c90766ec5c54567e0b05dc6a,1,item/tc4/clustertin.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,104,1,,,,,
ORIGINAL,textures/items/coin.png,original/thaumcraft4/items/coin.png | item/tc4/coin.png,MATCH,USED,P1,14c3a63806d2275c08ee43cfc07bd4e41a5fd9fd,96c7878c151061566091b2ee94dc935662ed43c8310376639287f637eac28365,14c3a63806d2275c08ee43cfc07bd4e41a5fd9fd,1,item/tc4/coin.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,224,0,,,,,
ORIGINAL,textures/items/crimson_blade.png,original/thaumcraft4/items/crimson_blade.png | item/tc4/crimson_blade.png,MATCH,USED,P0,828419b22b72f172113d6f3620ef93ef50a2c938,eb5792652051161e4f71366422525f06ba14496f065891040913bec9825aab48,828419b22b72f172113d6f3620ef93ef50a2c938,1,item/tc4/crimson_blade.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,178,0,,,,,
ORIGINAL,textures/items/crimson_rites.png,original/thaumcraft4/items/crimson_rites.png | item/tc4/crimson_rites.png,MATCH,USED,P0,2aa8ce2e3f3e5b2577678757cd0e56233d5b097b,e596276bdd8e11b31a489b11803c71a9358aa4093d6f39478237c29821002646,2aa8ce2e3f3e5b2577678757cd0e56233d5b097b,1,item/tc4/crimson_rites.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,32,32,RGBA,32,True,0,255,352,0,,,,,
ORIGINAL,textures/items/crystalessence.png,item/tc4_crystalessence.png | original/thaumcraft4/items/crystalessence.png | item/tc4/crystalessence.png,MATCH,USED,P1,3e9c7c0edfbb000bb01f330f784214c50952d852,fefd2bd7b9b9bf8bfc638d8aa836c72850e0ea2a8098e727789ccf6f0c9dd6a8,3e9c7c0edfbb000bb01f330f784214c50952d852,1,item/tc4/crystalessence.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,218,0,,,,,
ORIGINAL,textures/items/cultistboots.png,item/crimson_plate_boots.png | original/thaumcraft4/items/cultistboots.png | item/tc4/cultistboots.png,MATCH,USED,P1,d731ca6b08036a8f7a883121ea879d8be383a704,e70eb3b0e8347776d01a80d7b94ee2ce62ed2947a2be2cf0d304e8bc18dbd048,d731ca6b08036a8f7a883121ea879d8be383a704,2,item/tc4/cultistboots.png:2,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,136,0,,,,,
ORIGINAL,textures/items/cultistplatechest.png,item/crimson_plate_chest.png | original/thaumcraft4/items/cultistplatechest.png | item/tc4/cultistplatechest.png,MATCH,USED,P1,eda5f521679a2a11d48af50e8ab0a0828d36502c,a1711e448eb04abf114e1edb055c60240b4d7ae46715349ef6ae14422ecce3d8,eda5f521679a2a11d48af50e8ab0a0828d36502c,2,item/tc4/cultistplatechest.png:2,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,82,0,,,,,
ORIGINAL,textures/items/cultistplatehelm.png,item/crimson_plate_helm.png | original/thaumcraft4/items/cultistplatehelm.png | item/tc4/cultistplatehelm.png,MATCH,USED,P1,f6f8fd1f80c73c1964f65e2f976a655f5dfa05c7,921bacbc546e9e9803685dcc8451d5bcfaa298cb91be869f216516acaa68fe7c,f6f8fd1f80c73c1964f65e2f976a655f5dfa05c7,2,item/tc4/cultistplatehelm.png:2,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,156,0,,,,,
ORIGINAL,textures/items/cultistplateleaderchest.png,original/thaumcraft4/items/cultistplateleaderchest.png | item/tc4/cultistplateleaderchest.png,MATCH,USED,P1,8c65060a2978dcda72bf17729900b876639616b9,6b8b5dffb45a29498316086654b4aee208c8d76da7d4c654d8c67b91f60385ca,8c65060a2978dcda72bf17729900b876639616b9,1,item/tc4/cultistplateleaderchest.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,86,0,,,,,
ORIGINAL,textures/items/cultistplateleaderhelm.png,original/thaumcraft4/items/cultistplateleaderhelm.png | item/tc4/cultistplateleaderhelm.png,MATCH,USED,P1,e122181f407c327b5dea68beabcbdfeae0186f61,4f248582ed7321d29729d52388400ed7327ccc9f825b5dfe860b0db17da1b7f6,e122181f407c327b5dea68beabcbdfeae0186f61,1,item/tc4/cultistplateleaderhelm.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,154,2,,,,,
ORIGINAL,textures/items/cultistplateleaderlegs.png,original/thaumcraft4/items/cultistplateleaderlegs.png | item/tc4/cultistplateleaderlegs.png,MATCH,USED,P1,9ec4330323b599f864a9513c30f4848365f7f1e9,69f96b7333bff7631c26c9facc651ccb8c288a39ba3faca956f83f176cd87219,9ec4330323b599f864a9513c30f4848365f7f1e9,1,item/tc4/cultistplateleaderlegs.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,148,0,,,,,
ORIGINAL,textures/items/cultistplatelegs.png,item/crimson_plate_legs.png | original/thaumcraft4/items/cultistplatelegs.png | item/tc4/cultistplatelegs.png,MATCH,USED,P1,9a9df0bd495f37c3cd8d8d4b00c96c35bffe1705,f753eae16cb047c564fabd9f334bcd2ec25cf07e7f1882f3a1d60c830b919a74,9a9df0bd495f37c3cd8d8d4b00c96c35bffe1705,2,item/tc4/cultistplatelegs.png:2,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,152,0,,,,,
ORIGINAL,textures/items/cultistrobechest.png,original/thaumcraft4/items/cultistrobechest.png | item/tc4/cultistrobechest.png,MATCH,USED,P1,b76a11f681f15b97a259975c2de8567084446ac1,bacca8701a2f07597b6c972e35c48880abcbf4ed76a0d704c20750d6aa1621f0,b76a11f681f15b97a259975c2de8567084446ac1,1,item/tc4/cultistrobechest.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,60,0,,,,,
ORIGINAL,textures/items/cultistrobehelm.png,original/thaumcraft4/items/cultistrobehelm.png | item/tc4/cultistrobehelm.png,MATCH,USED,P1,faa244f175e0cca4d9427264bd127ad63ee9566f,ab5605c31e833f258c92a832fe4a59af80ed2b38b5942c72263513a3f0e1b969,faa244f175e0cca4d9427264bd127ad63ee9566f,1,item/tc4/cultistrobehelm.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,106,0,,,,,
ORIGINAL,textures/items/cultistrobelegs.png,original/thaumcraft4/items/cultistrobelegs.png | item/tc4/cultistrobelegs.png,MATCH,USED,P1,b181e58911a6fc176cc520d5d2091656a8e166fc,a5985eaf10d508799c59a21e796c706e0ab6267493c759412c89c196395e1552,b181e58911a6fc176cc520d5d2091656a8e166fc,1,item/tc4/cultistrobelegs.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,140,0,,,,,
ORIGINAL,textures/items/discovery.png,original/thaumcraft4/items/discovery.png | item/tc4/discovery.png,MATCH,USED,P1,2942dea726f1f2e75870a8cea2ddf3ad0c46fabb,2b8632ae62f8e8c8906c4c92b47e7416abc3f68dbbdc8d84b775911f7c204538,2942dea726f1f2e75870a8cea2ddf3ad0c46fabb,1,item/tc4/discovery.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,153,0,,,,,
ORIGINAL,textures/items/discoveryoverlay.png,original/thaumcraft4/items/discoveryoverlay.png | item/tc4/discoveryoverlay.png,MATCH,PRESENT_UNUSED,P1,44e09a8daadd58959485e10d51198fe3a5288a8a,1e007438fbfa7a637344f9ee2a3e794b61fa02341f0e30ceb7873ee022de6eb2,44e09a8daadd58959485e10d51198fe3a5288a8a,0,,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,210,0,,,,,
ORIGINAL,textures/items/dust.png,item/alchemy_dust.png | original/thaumcraft4/items/dust.png | item/tc4/dust.png,MATCH,USED,P1,29f9d1583f7e7c99c86e1ab3a2e248fc8d59a58a,ee85fd5e08131b47e044b98b25557195706a48b4529d9e85e03db23ec156f6a3,29f9d1583f7e7c99c86e1ab3a2e248fc8d59a58a,2,item/alchemy_dust.png:1 | item/tc4/dust.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,128,RGBA,32,True,0,255,1344,0,,,,,
ORIGINAL,textures/items/dust.png.mcmeta,item/alchemy_dust.png.mcmeta | original/thaumcraft4/items/bath_salts.png.mcmeta | original/thaumcraft4/items/dust.png.mcmeta | original/thaumcraft4/items/primal_crusher.png.mcmeta | item/tc4/bath_salts.png.mcmeta | item/tc4/dust.png.mcmeta | item/tc4/primal_crusher.png.mcmeta,MATCH,PRESENT_UNUSED,P1,cca609e89643ffbbfd26e84fc1fdcdb22a1fff09,46ce491c9af28e0981d590f95aff1ebf97ca8d843ca427120d4637bdb17d02bd,cca609e89643ffbbfd26e84fc1fdcdb22a1fff09,0,,4,7,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,,,,,,,,,,OK,2,False,0,[]
ORIGINAL,textures/items/el_arrow_air.png,original/thaumcraft4/items/el_arrow_air.png | item/tc4/el_arrow_air.png,MATCH,USED,P1,65300763275436cf087c9f8b54480096a0d3f5fc,120a410c7adadc3799a3fe721f3df7b79904f40d537635b3df0b74c18e3eb0b5,65300763275436cf087c9f8b54480096a0d3f5fc,2,original/thaumcraft4/items/el_arrow_air.png:1 | item/tc4/el_arrow_air.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,218,0,,,,,
ORIGINAL,textures/items/el_arrow_earth.png,original/thaumcraft4/items/el_arrow_earth.png | item/tc4/el_arrow_earth.png,MATCH,USED,P1,44d3b7823f1b691f4299c4ef215bee884c53ac12,679995e75d6e3de705826315216a6630e4bad42a23f37a980a84297562dd41b0,44d3b7823f1b691f4299c4ef215bee884c53ac12,1,item/tc4/el_arrow_earth.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,218,0,,,,,
ORIGINAL,textures/items/el_arrow_entropy.png,original/thaumcraft4/items/el_arrow_entropy.png | item/tc4/el_arrow_entropy.png,MATCH,USED,P1,f51a629df5f177b8b77bd0e1d5433ca701986ce0,6c6b95a374288c6a55e3e5f4e671e27259847a7d63966aa92c62e27625e01209,f51a629df5f177b8b77bd0e1d5433ca701986ce0,1,item/tc4/el_arrow_entropy.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,218,0,,,,,
ORIGINAL,textures/items/el_arrow_fire.png,original/thaumcraft4/items/el_arrow_fire.png | item/tc4/el_arrow_fire.png,MATCH,USED,P1,dfbec729051672dcf54f2aef7b58737893296ecc,eef333cb95ad38f9451b24e0a497b61206047333aabbd278c522d4e07f8c1bf6,dfbec729051672dcf54f2aef7b58737893296ecc,1,item/tc4/el_arrow_fire.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,218,0,,,,,
ORIGINAL,textures/items/el_arrow_order.png,item/focus_arrow.png | original/thaumcraft4/items/el_arrow_order.png | item/tc4/el_arrow_order.png,MATCH,USED,P1,deb2a6985f2aae89b1eba6e82fce7378c10b8df1,9c05007ffec0ff54abcba9850408ca751423828598c099400787648a3d18569b,deb2a6985f2aae89b1eba6e82fce7378c10b8df1,2,item/focus_arrow.png:1 | item/tc4/el_arrow_order.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,218,0,,,,,
ORIGINAL,textures/items/el_arrow_water.png,original/thaumcraft4/items/el_arrow_water.png | item/tc4/el_arrow_water.png,MATCH,USED,P1,f085b5a6b2162fccd4569a9c18586987a2dc97dd,580364f0ff2f6108ddac89923906806755d00a0b0af27916fbe821e3c7cd35f4,f085b5a6b2162fccd4569a9c18586987a2dc97dd,1,item/tc4/el_arrow_water.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,218,0,,,,,
ORIGINAL,textures/items/eldritch_object.png,item/eldritch_eye.png | original/thaumcraft4/items/eldritch_object.png | item/tc4/eldritch_object.png,MATCH,USED,P1,43213d9b4379d12f7931dce4fbb91fa2aa1cb6a5,aab159acce2e3f15c6762cce27fe8990151ba5bb9f5d5e3861fcca1a934d8bdf,43213d9b4379d12f7931dce4fbb91fa2aa1cb6a5,11,item/eldritch_eye.png:1 | original/thaumcraft4/items/eldritch_object.png:9 | item/tc4/eldritch_object.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,96,0,,,,,
ORIGINAL,textures/items/eldritch_object_2.png,item/eldritch_relic.png | original/thaumcraft4/items/eldritch_object_2.png | item/tc4/eldritch_object_2.png,MATCH,USED,P1,52f1499453fd09c93e8907ba6f893fb313e17e5c,f10fc3442204e9201d247a69a8289b27de08138703380a610e3e980019847f3a,52f1499453fd09c93e8907ba6f893fb313e17e5c,2,item/eldritch_relic.png:1 | item/tc4/eldritch_object_2.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,320,RGBA,32,True,0,255,2020,0,,,,,
ORIGINAL,textures/items/eldritch_object_2.png.mcmeta,item/eldritch_relic.png.mcmeta | original/thaumcraft4/blocks/animatedglow.png.mcmeta | original/thaumcraft4/blocks/fluiddeath.png.mcmeta | original/thaumcraft4/blocks/fluidpure.png.mcmeta | original/thaumcraft4/items/eldritch_object_2.png.mcmeta | item/tc4/eldritch_object_2.png.mcmeta | block/tc4/animatedglow.png.mcmeta | block/tc4/fluiddeath.png.mcmeta | block/tc4/fluidpure.png.mcmeta,MATCH,PRESENT_UNUSED,P1,b85de4b2735450ed3f4b34ff138ad8970464518d,6a19bef21d66aac8fdcd8032751057733e321446b304d38f5ee8ba35efe99a1d,b85de4b2735450ed3f4b34ff138ad8970464518d,0,,5,9,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,,,,,,,,,,OK,2,False,38,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1]"
ORIGINAL,textures/items/eldritch_object_3.png,original/thaumcraft4/items/eldritch_object_3.png | item/tc4/eldritch_object_3.png,MATCH,USED,P1,8453e8889b8fc990ce6f85e3a3d26a5b2d7efb66,a323065c5a34421a9e149d170acd7c35ca45301bb0f5d5b8fe94543fe2f22180,8453e8889b8fc990ce6f85e3a3d26a5b2d7efb66,1,item/tc4/eldritch_object_3.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,256,RGBA,32,True,0,255,3264,144,,,,,
ORIGINAL,textures/items/eldritch_object_3.png.mcmeta,block/flux_gas.png.mcmeta | block/flux_goo.png.mcmeta | block/tallow_candle.png.mcmeta | block/tallow_candle_black.png.mcmeta | block/tallow_candle_blue.png.mcmeta | block/tallow_candle_brown.png.mcmeta | block/tallow_candle_cyan.png.mcmeta | block/tallow_candle_gray.png.mcmeta | block/tallow_candle_green.png.mcmeta | block/tallow_candle_light_blue.png.mcmeta | block/tallow_candle_light_gray.png.mcmeta | block/tallow_candle_lime.png.mcmeta | block/tallow_candle_magenta.png.mcmeta | block/tallow_candle_orange.png.mcmeta | block/tallow_candle_pink.png.mcmeta | block/tallow_candle_purple.png.mcmeta | block/tallow_candle_red.png.mcmeta | block/tallow_candle_yellow.png.mcmeta | item/balanced_shard.png.mcmeta | item/focus_blink.png.mcmeta | item/focus_pech_summon.png.mcmeta | item/focus_portable_hole.png.mcmeta | original/thaumcraft4/blocks/candle.png.mcmeta | original/thaumcraft4/blocks/fluxgas.png.mcmeta | original/thaumcraft4/blocks/fluxgoo.png.mcmeta | original/thaumcraft4/items/eldritch_object_3.png.mcmeta | original/thaumcraft4/items/essence.png.mcmeta | original/thaumcraft4/items/focus_pech.png.mcmeta | original/thaumcraft4/items/focus_portablehole.png.mcmeta | original/thaumcraft4/items/shard_balanced.png.mcmeta | item/tc4/eldritch_object_3.png.mcmeta | item/tc4/essence.png.mcmeta | item/tc4/focus_pech.png.mcmeta | item/tc4/focus_portablehole.png.mcmeta | item/tc4/shard_balanced.png.mcmeta | block/tc4/candle.png.mcmeta | block/tc4/fluxgas.png.mcmeta | block/tc4/fluxgoo.png.mcmeta,MATCH,PRESENT_UNUSED,P1,700ec13e51f7f22e4230a25c3727513679110317,802acdb8f55f30146d5ed18414b21ba35650d4e550f81825ea104131c12dc4fc,700ec13e51f7f22e4230a25c3727513679110317,0,,30,38,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,,,,,,,,,,OK,1,False,0,[]
ORIGINAL,textures/items/elementalaxe.png,original/thaumcraft4/items/elementalaxe.png | item/tc4/elementalaxe.png,MATCH,USED,P1,6731fa7dfc176e0e6342c28733b9cc189c03ed51,4a948ae34d01732c233ef3bfd867f550f2e8917920c160ed1f8206aa2ec0ae71,6731fa7dfc176e0e6342c28733b9cc189c03ed51,4,original/thaumcraft4/items/elementalaxe.png:3 | item/tc4/elementalaxe.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,175,0,,,,,
ORIGINAL,textures/items/elementalhoe.png,original/thaumcraft4/items/elementalhoe.png | item/tc4/elementalhoe.png,MATCH,USED,P1,69569f96713fb7661db1548639fb9e5373f044b0,6fb40a07a9a9c067559c7a8de475cc0cb76379d6ee028fad48a151c44e4d5e8c,69569f96713fb7661db1548639fb9e5373f044b0,4,original/thaumcraft4/items/elementalhoe.png:3 | item/tc4/elementalhoe.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,206,0,,,,,
ORIGINAL,textures/items/elementalpick.png,original/thaumcraft4/items/elementalpick.png | item/tc4/elementalpick.png,MATCH,USED,P1,63f9c1d3dc3b0124f87a073576cdf821b66f3fca,0ac6f29ad9e81e344acf199e19d432f5e258c954116de8c7c552d3e04fce08d2,63f9c1d3dc3b0124f87a073576cdf821b66f3fca,4,original/thaumcraft4/items/elementalpick.png:3 | item/tc4/elementalpick.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,191,0,,,,,
ORIGINAL,textures/items/elementalshovel.png,original/thaumcraft4/items/elementalshovel.png | item/tc4/elementalshovel.png,MATCH,USED,P1,4a196e5794075a1a4d09f653a6d7a419ff79ec8e,b62238822a08e2c048b649f98334f947141f30465ba5bfd5948f2e3dc5ca4e78,4a196e5794075a1a4d09f653a6d7a419ff79ec8e,4,original/thaumcraft4/items/elementalshovel.png:3 | item/tc4/elementalshovel.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,185,0,,,,,
